#,"How old are you?","What's your gender?",Other,"Which country are you a citizen of?","Which country do you currently live in?","About how many people live in your city?","Are you an ethnic minority in your country?","Which language do you you speak at home with your family?","What's the highest degree or level of school you have completed?","What was the main subject you studied in university?","What's your marital status?","Do you financially support any dependents?","Do you have children?","How many children do you have?","Do you financially support any elderly relatives or relatives with disabilities?","Do you have any debt?","Do you have a home mortgage?","About how much do you owe on your home mortgage (in US Dollars)?","Do you have student loan debt?","About how much do you owe in student loans (in US Dollars)?","Regarding employment status, are you currently...",Other,"Which field do you work in?",Other,"About how much money did you make last year (in US dollars)?","About how many minutes does it take you to get to work each day?","Do you consider yourself under-employed?","Have you served in your country's military before?","Do you receive disability benefits from your government?","Do you have high speed internet at your home?",already_working,jobs_interested_in,want_employment_type,expected_earnings,home_or_remote,will_relocate,attended_event_types,learning_resources,hours_learning_week,months_learning,attend_bootcamp,which_bootcamp,finished_bootcamp,loan_for_bootcamp,recommend_bootcamp,total_spent_learning,podcast,how_soon_jobhunt,youtube,"Start Date (UTC)","Submit Date (UTC)","Network ID"
c94600278fb08be1b7c430ed73f94829,17,male,,"United States of America","United States of America","less than 100,000",1,English,"some high school",,"single, never married",0,,,,0,,,,,"Not working but looking for work",,,,,,,0,0,1,No,"Data Engineer, Information Security,   Product Manager,   Data Scientist,   DevOps / SysAdmin, security expert","work for a medium-sized company",42000,"in an office with other developers",No,,"Mozilla Developer Network (MDN), Stack Overflow, Codecademy, Khan Academy, W3Schools",5,40,No,,,,,0,,"I haven't decided",,"2017-03-09 01:31:11","2017-03-09 01:33:14",4000fcd9f4
bc142044e391015addec48be3424dadf,24,male,,"United States of America","United States of America","between 100,000 and 1 million",1,English,"associate's degree","Business Administration","single, never married",0,,,,0,,,,,"Employed for wages",,"food and beverage",,,"15 to 29 minutes",0,0,0,1,No,"Full-Stack Web Developer,   Quality Assurance Engineer","work for a medium-sized company",60000,"from home",,,"Udemy, Khan Academy, freeCodeCamp",40,6,No,,,,,500,,"Within 7 to 12 months",,"2017-03-09 01:32:09","2017-03-09 01:35:14",3517a39901
d71161b82c9506fabc8ee98978cd9e20,30,female,,"United States of America","United States of America","between 100,000 and 1 million",0,English,"bachelor's degree","Organizational Behavior Studies","single, never married",0,,,,0,,,,,"Employed for wages",,"software development and IT",,60000,"30 to 44 minutes",0,0,0,1,No,"Back-End Web Developer, Full-Stack Web Developer","work for a medium-sized company",,"in an office with other developers",,"RailsBridge, Meetup.com events, freeCodeCamp study groups","Udacity, Treehouse, EdX, Stack Overflow, freeCodeCamp, The Odin Project, Codecademy",,,No,,,,,,"Code Newbie","more than 12 months from now",,"2017-03-09 01:33:35","2017-03-09 01:35:23",55729ad619
ea2e015de4e150d6ec546a708841b005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xxxxx,xxxxx,xxxxx,xxxxx,xxxxx,xxxxx,xxxxx,xxxxx,xxxxx,xxxxx,xxxxx,xxxxx,xxxxx,xxxxx,xxxxx,xxxxx,xxxxx,xxxxx,,"2017-03-09 01:37:33","2017-03-09 01:37:44",3573e31ead
1e20ce12e45cc5a78f0ea35b95b1571f,51,male,,"United States of America","United States of America","less than 100,000",0,English,"master's degree (non-professional)","Mechanical Engineering","married or domestic partnership",1,1,2,0,0,,,,,"Employed for wages",,transportation,,,"15 to 29 minutes",0,0,0,1,No,,"freelance ",,,,,"Mozilla Developer Network (MDN), freeCodeCamp, Udacity, Stack Overflow, Coursera, Khan Academy, Codecademy, Udemy, W3Schools",4,8,No,,,,,500,,,,"2017-03-09 01:36:27","2017-03-09 01:38:47",723ed859e8
5b33fc9f8a4dc28e32b4c50d4e4eddac,21,female,,Brazil,Brazil,"less than 100,000",1,Portuguese,"high school diploma or equivalent (GED)",,"single, never married",0,,,,0,,,,,"Not working but looking for work",,,,,,,0,0,1,No,"  Mobile Developer, Game Developer, Back-End Web Developer,   Front-End Web Developer","work for a startup",1000,"from home",,"freeCodeCamp study groups, hackathons","Codecademy, Udacity, EdX, Mozilla Developer Network (MDN), Code Wars, Khan Academy, Coursera, CSS Tricks, HackerRank, Stack Overflow, freeCodeCamp",14,1,No,,,,,0,"Code Newbie","Within the next 6 months",,"2017-03-09 01:36:31","2017-03-09 01:39:49",88af0c05ed
1372700f1c34c7920e269c59f957663c,25,male,,Jamaica,Jamaica,"between 100,000 and 1 million",0,English,"high school diploma or equivalent (GED)",,"single, never married",0,,,,0,,,,,"Not working but looking for work",,,,,,,0,0,1,No,"  Data Scientist, Full-Stack Web Developer, Back-End Web Developer,   DevOps / SysAdmin","work for a startup",50000.00,"no preference",Yes,,"Codecademy, W3Schools, freeCodeCamp, Mozilla Developer Network (MDN), Stack Overflow",20,11.5,No,,,,,0,,"I'm already applying",,"2017-03-09 01:38:49","2017-03-09 01:40:57",886433937b
6dfe243f92aba21d4834694a7197a593,23,female,,"United States of America","United States of America","between 100,000 and 1 million",1,English,"bachelor's degree",Psychology,"single, never married",0,,,,0,,,,,"Self-employed freelancer",,"arts, entertainment, sports, or media",,10000,"I work from home",1,0,0,1,No,"Back-End Web Developer, Full-Stack Web Developer,   Front-End Web Developer,   Data Scientist","work for a medium-sized company",85000,"in an office with other developers",Yes,,"Stack Overflow, W3Schools, CSS Tricks, freeCodeCamp, Code Wars",5,25,No,,,,,0,,"I haven't decided",,"2017-03-09 01:41:34","2017-03-09 01:43:18",94c0c77411
171fa65a08675db393ff9df264d9ef5e,24,male,,Egypt,,"more than 1 million",0,Arabic,"bachelor's degree","Computer and Information Systems Security","single, never married",0,,,,0,,,,,"Doing an unpaid internship",,,,,,,0,0,1,Yes,,,,,,,"Lynda.com, Pluralsight / Code School, CSS Tricks, Stack Overflow, Udemy, Coursera, W3Schools, freeCodeCamp, Egghead.io, Mozilla Developer Network (MDN), Codecademy",56,6,No,,,,,8000,,,,"2017-03-09 01:51:28","2017-03-09 01:55:12",0857de8fc9
bbf842c57772360d911ef498a4ee606c,20,male,,Peru,"United States of America","between 100,000 and 1 million",1,Spanish,"high school diploma or equivalent (GED)",,"single, never married",0,,,,0,,,,,"Self-employed freelancer",,education,,0,"I work from home",0,0,0,1,Yes,,,,,,"Women Who Code, hackathons, Game Jam, Meetup.com events","Coursera, Codecademy, W3Schools, Treehouse, CSS Tricks, Khan Academy, freeCodeCamp, Udacity, The Odin Project, Stack Overflow, EdX, HackerRank",40,36,Yes,"Academia de Código",Yes,No,Yes,1200,"Ruby Rogues",,,"2017-03-09 01:55:13","2017-03-09 01:56:59",0fbe631c42
28c858bf9f1814252fbb73c864eb3d7c,41,male,,"United States of America","United States of America","less than 100,000",0,English,"bachelor's degree",Music,"married or domestic partnership",1,1,2,0,1,0,,1,42000,"Employed for wages",,"software development and IT",,60000,"30 to 44 minutes",0,0,0,1,Yes,,,,,,"Startup Weekend, Girl Develop It, workshops, Meetup.com events","Codecademy, Mozilla Developer Network (MDN), freeCodeCamp, W3Schools, Lynda.com, Khan Academy, Stack Overflow, CSS Tricks, Code Wars",10,8,Yes,"The Iron Yard",Yes,Yes,Yes,15000,"Programming Throwdown, JavaScript Jabber, Code Newbie",,,"2017-03-09 01:56:42","2017-03-09 02:01:36",4f4c81ca77
ad6aef9f7c1d599ca276f6bc2860fcab,19,male,,India,India,"more than 1 million",1,Nepali,"bachelor's degree",Engineering,"single, never married",0,,,,0,,,,,"Unable to work",,,,,,,0,0,0,No,"Full-Stack Web Developer","work for a startup",5000,"in an office with other developers",Yes,"freeCodeCamp study groups","CSS Tricks, Stack Overflow, freeCodeCamp, Mozilla Developer Network (MDN), Lynda.com",3,5,No,,,,,20,"Talk Python To Me","Within the next 6 months",,"2017-03-09 02:04:57","2017-03-09 02:07:03",d911d5774a
14eff8cf0a0181aaae8f745b5abd0fbb,37,male,,"United States of America","United States of America","between 100,000 and 1 million",0,English,"bachelor's degree","Business Administration",divorced,0,,,,0,,,,,"Employed for wages",,"arts, entertainment, sports, or media",,60000,"I work from home",0,0,0,1,No,"  Mobile Developer,   Product Manager","work for a medium-sized company",90000,"from home",,,"Treehouse, Ray Wenderlich!!!",,,No,,,,,,"Software Engineering Daily, Developer Tea, The Changelog","I haven't decided",,"2017-03-09 02:06:24","2017-03-09 02:08:20",f617db6b49
aa9ec7c2db2b2fafb03a33aa17eaea74,57,male,,"United States of America","United States of America","more than 1 million",0,English,"trade, technical, or vocational training",,"married or domestic partnership",1,1,1,0,1,1,48000,0,,"Not working and not looking for work",,,,,,,0,0,1,No,"  Front-End Web Developer","work for a medium-sized company",50000,"from home",,,"W3Schools, Lynda.com, EdX, freeCodeCamp, Mozilla Developer Network (MDN)",40,,No,,,,,300,"Shop Talk Show","Within the next 6 months",,"2017-03-09 02:04:50","2017-03-09 02:08:35",9d8f87fe97
740c0242b92240cb43b5bf4ac439d0c1,39,male,,"United States of America","United States of America","between 100,000 and 1 million",1,English,"professional degree (MBA, MD, JD, etc.)","Management Information Systems","married or domestic partnership",1,1,2,0,0,,,,,"Employed for wages",,"software development and IT",,150000,"More than 60 minutes",0,1,0,1,No,,"start your own business",,,,,"freeCodeCamp, Codecademy, Pluralsight / Code School, Udemy",12,5,No,,,,,1000,,,,"2017-03-09 02:14:32","2017-03-09 02:17:04",8851adc698
1eeb5660bc70985dad42016860018484,36,male,,"United States of America","United States of America","less than 100,000",0,English,"some college credit, no degree",,"single, never married",0,,,,0,,,,,"Not working and not looking for work",,,,,,,0,0,1,No,,"freelance ",,,,,"Code Wars, EdX, CSS Tricks, freeCodeCamp, W3Schools, Khan Academy, Codecademy, Coursera, The Odin Project, Kadenze and SoloLearn",30,12,No,,,,,100,"JavaScript Air, Code Newbie, Talk Python To Me, Developer Tea",,"Coding Tutorials 360, DevTips, Coding Train (Coding Rainbow), The New Boston, MIT Open Courseware, Computerphile, freeCodeCamp","2017-03-09 02:17:17","2017-03-09 02:19:07",caa3868bcb
07172eb24303fcefe32f33635d2afdb2,26,female,,"United States of America","United States of America","less than 100,000",0,English,"some college credit, no degree",,"married or domestic partnership",1,1,1,0,1,0,,1,8000,"Self-employed freelancer",,"software development and IT",,,"I work from home",0,0,0,1,No,"Full-Stack Web Developer","work for a startup",,"in an office with other developers",Yes,,"Stack Overflow, Pluralsight / Code School, freeCodeCamp, Codecademy, Coursera",,,No,,,,,,"Code Newbie","I haven't decided",,"2017-03-09 02:21:56","2017-03-09 02:24:39",56269acb62
dffb084f1257b38951132182d51d2db1,30,male,,"United States of America","United States of America","less than 100,000",1,English,"some college credit, no degree",,"single, never married",0,,,,1,0,,0,,"Not working but looking for work",,,,,,,0,0,0,No,"  Front-End Web Developer, Back-End Web Developer, Full-Stack Web Developer,   Mobile Developer,   Data Scientist, Information Security","work for a multinational corporation",60000,"in an office with other developers",Yes,,"Udemy, Khan Academy, Code Wars, freeCodeCamp, Lynda.com, Mozilla Developer Network (MDN), Treehouse, Stack Overflow, Egghead.io, CSS Tricks, Pluralsight / Code School, W3Schools, Codecademy",40,8,No,,,,,200,"Code Newbie, JavaScript Jabber","I'm already applying","LearnCode.Academy, freeCodeCamp, Google Developers, LevelUpTuts, funfunfunction, The New Boston, DevTips, Engineered Truth, MIT Open Courseware, Coding Tutorials 360, CodeCourse, Stephen Mayeux","2017-03-09 02:24:10","2017-03-09 02:25:53",2f178e90c0
8dc87e450aea05589dc5761f5e91efaf,26,male,,Brazil,Brazil,"between 100,000 and 1 million",0,Portuguese,"some high school",,"single, never married",0,,,,1,0,,0,,"Self-employed business owner",,"software development and IT",,17000,"I work from home",0,0,0,1,No,,"start your own business",,,,,"Khan Academy, Codecademy, Stack Overflow, CSS Tricks, Mozilla Developer Network (MDN), Egghead.io, Treehouse, W3Schools, Udemy, freeCodeCamp, Pluralsight / Code School",30,18,No,,,,,200,"Code Newbie",,"LevelUpTuts, DevTips, Derek Banas, LearnCode.Academy","2017-03-09 02:21:31","2017-03-09 02:26:32",686ba2c25e
8bc2ca5b62ecf1fea435c880efa97c2f,19,male,,Venezuela,Venezuela,"more than 1 million",0,Spanish,"some college credit, no degree",,"single, never married",0,,,,0,,,,,"Not working but looking for work",,,,,,,0,0,0,No,"Back-End Web Developer,   Front-End Web Developer, Full-Stack Web Developer","work for a medium-sized company",24000,"in an office with other developers",Yes,,"Khan Academy, freeCodeCamp, W3Schools, Udemy, Stack Overflow, Codecademy, The Odin Project, EdX, Udacity, Mozilla Developer Network (MDN), Pluralsight / Code School, Coursera",25,5,No,,,,,0,"Code Newbie","Within 7 to 12 months","DevTips, Computerphile, funfunfunction, freeCodeCamp, LearnCode.Academy","2017-03-09 02:27:09","2017-03-09 02:28:34",4c08a3802b
001448b27429c13073f8e41b844b3f66,30,male,,"United States of America","United States of America","more than 1 million",1,English,"some college credit, no degree",,"single, never married",0,,,,1,0,,1,70000,"Employed for wages",,"arts, entertainment, sports, or media",,35000,"Less than 15 minutes",1,0,0,0,No,"Full-Stack Web Developer","work for a multinational corporation",65000,"no preference",No,,"freeCodeCamp, Mozilla Developer Network (MDN), W3Schools, Codecademy",10,2,No,,,,,100,,"more than 12 months from now","freeCodeCamp, Google Developers, Coding Tutorials 360","2017-03-09 02:26:49","2017-03-09 02:30:43",047e85206e
3cad052e4c4e58260b36640dd9e2b354,22,male,,Colombia,Colombia,"more than 1 million",0,Spanish,"some college credit, no degree",,"single, never married",1,0,,0,1,0,,1,1500,"Employed for wages",,"software development and IT",,15000,"I work from home",0,0,0,1,Yes,,,,,,"Meetup.com events","Khan Academy, Egghead.io, Stack Overflow, Mozilla Developer Network (MDN), CSS Tricks, freeCodeCamp",16,24,No,,,,,3000,"JavaScript Air, JavaScript Jabber",,"LearnCode.Academy, funfunfunction, Google Developers, freeCodeCamp","2017-03-09 02:27:29","2017-03-09 02:30:53",9d70b50075
818f97c7460e333ed11d42ecde79e01b,28,male,,Mexico,Mexico,"between 100,000 and 1 million",0,Spanish,"some college credit, no degree",,"married or domestic partnership",1,0,,0,1,0,,0,,"Employed for wages",,"software development and IT",,80000,"15 to 29 minutes",1,0,0,1,Yes,,,,,,"Meetup.com events","Stack Overflow, CSS Tricks, freeCodeCamp, Udemy, Codecademy, Mozilla Developer Network (MDN), W3Schools, EdX",35,18,No,,,,,700,,,,"2017-03-09 02:28:17","2017-03-09 02:31:12",7bb21bfb07
709db77290f4072c1346e5f3dd699c24,18,male,,Argentina,Argentina,"less than 100,000",0,Spanish,"bachelor's degree","Computer Science","single, never married",0,,,,0,,,,,"Not working but looking for work",,,,,,,0,0,1,No,"  Front-End Web Developer","work for a medium-sized company",40000,"no preference",Yes,"conferences, weekend bootcamps, Meetup.com events","freeCodeCamp, W3Schools, Codecademy, Stack Overflow, CSS Tricks",4,32,No,,,,,0,,"I haven't decided","Coding Train (Coding Rainbow), Engineered Truth, freeCodeCamp, DevTips","2017-03-09 02:25:49","2017-03-09 02:32:29",2e24cf86b4
c2d66ded7078ec88f2324456f7327ee8,26,male,,"United States of America","United States of America","between 100,000 and 1 million",0,English,"bachelor's degree",Accounting,"single, never married",0,,,,1,1,200000,0,,,student,,,,,,0,0,1,No,,"start your own business",,,,,"Khan Academy, Treehouse, Codecademy, Mozilla Developer Network (MDN), Stack Overflow, W3Schools, freeCodeCamp",55,15,Yes,"The Iron Yard",No,No,Yes,14000,"Talk Python To Me",,"The New Boston, MIT Open Courseware, Coding Train (Coding Rainbow), Derek Banas","2017-03-09 02:34:14","2017-03-09 02:36:26",a86ac5b8ca
0f68f6c772ceaa60d0817821b255bfaa,16,male,,Australia,Australia,"more than 1 million",0,English,"some high school",,"single, never married",0,,,,0,,,,,,"Casual software developer",,,,,,0,0,0,Yes,,,,,,hackathons,"Stack Overflow, Mozilla Developer Network (MDN), CSS Tricks, freeCodeCamp, Treehouse, Code Wars",5,16,No,,,,,150,,,,"2017-03-09 02:35:00","2017-03-09 02:36:38",997a34541a
e1938af6b393fc97a11088f21fd3ae23,19,male,,India,India,"between 100,000 and 1 million",1,Punjabi,"some high school",,"single, never married",0,,,,0,,,,,"Doing an unpaid internship",,,,,,,0,0,0,Yes,,,,,,hackathons,"freeCodeCamp, EdX, Udacity, Code Wars, Stack Overflow, Siraj Raval Youtube channel",20,48,No,,,,,0,,,"Coding Train (Coding Rainbow), freeCodeCamp","2017-03-09 02:35:16","2017-03-09 02:37:16",9560185262
265c7ce57d9412cd3d853e300c1a2ff2,24,male,,Vietnam,Vietnam,"more than 1 million",0,Vietnamese,"bachelor's degree","Information Technology","single, never married",0,,,,0,,,,,"Employed for wages",,"software development and IT",,7000,"30 to 44 minutes",0,0,0,1,Yes,,,,,,,"Stack Overflow, EdX, freeCodeCamp, Coursera, Udacity, CSS Tricks, W3Schools",21,24,No,,,,,0,,,"CodeCourse, MIT Open Courseware, Google Developers","2017-03-09 02:34:19","2017-03-09 02:38:15",ffa6d80f41
d4d8514ddd48238ccf74b87573936753,35,male,,India,India,"between 100,000 and 1 million",0,Kannada,"high school diploma or equivalent (GED)",,"single, never married",1,0,,0,1,0,,0,,"Employed for wages",,finance,,36000,"15 to 29 minutes",1,0,0,1,No,,"freelance ",,,,,"Mozilla Developer Network (MDN), freeCodeCamp, EdX",5,12,No,,,,,15,"Code Newbie, JavaScript Jabber",,"DevTips, The New Boston","2017-03-09 02:35:37","2017-03-09 02:39:07",db304fbd9d
ed6b75f4926aebe9b029bcc75c84c328,23,male,,India,India,"more than 1 million",0,Hindi,"bachelor's degree","Electrical Engineering","single, never married",1,0,,0,0,,,,,"Employed for wages",,"software development and IT",,6000,"More than 60 minutes",0,0,0,1,Yes,,,,,,"Meetup.com events, NodeSchool, hackathons, freeCodeCamp study groups","Coursera, Pluralsight / Code School, Udacity, W3Schools, CSS Tricks, Code Wars, freeCodeCamp, Khan Academy, Udemy, Mozilla Developer Network (MDN), Stack Overflow",5,10,No,,,,,0,"Code Newbie, Shop Talk Show, JavaScript Jabber, JavaScript Air, .NET Rocks",,"Derek Banas, freeCodeCamp, The New Boston, LevelUpTuts, funfunfunction, DevTips","2017-03-09 02:35:16","2017-03-09 02:39:17",6ca1c29e57
edc3d196f91bee43b26920de519a0b57,28,male,,Peru,Peru,"more than 1 million",0,Spanish,"bachelor's degree",Philosophy,"single, never married",1,0,,0,0,,,,,"Employed for wages",,"software development and IT",,24000,"15 to 29 minutes",0,0,0,1,Yes,,,,,,hackathons,"Codecademy, Udemy, freeCodeCamp, W3Schools, Stack Overflow",10,18,No,,,,,100,"Software Engineering Radio",,"LearnCode.Academy, Coding Tutorials 360, Engineered Truth, freeCodeCamp","2017-03-09 02:38:43","2017-03-09 02:40:46",95872017bb
fc99b223d7ebf920de4e9aadd07983e7,23,female,,"United States of America","United States of America","more than 1 million",1,English,"bachelor's degree","Drama and Theatre Production","single, never married",1,0,,0,1,0,,0,,"Employed for wages",,"software development and IT",,45000,"45 to 60 minutes",1,0,0,1,No,"  Mobile Developer,   Front-End Web Developer","work for a medium-sized company",60000,"in an office with other developers",Yes,"I haven't gone. ","W3Schools, Codecademy, freeCodeCamp, CSS Tricks",15,3,No,,,,,200,"Shop Talk Show","I'm already applying","LearnCode.Academy, DevTips, freeCodeCamp, MIT Open Courseware","2017-03-09 02:37:27","2017-03-09 02:42:21",5a46575cc6
31e203593761f079c5ce8d1ad43ea37d,28,male,,Colombia,Colombia,"less than 100,000",0,Spanish,"high school diploma or equivalent (GED)",,"single, never married",0,,,,1,0,,0,,"Self-employed freelancer",,"software development and IT",,,"I work from home",0,0,0,1,Yes,,,,,,conferences,"freeCodeCamp, W3Schools, Mozilla Developer Network (MDN), Treehouse, Stack Overflow, Khan Academy, CSS Tricks, Lynda.com",10,26,No,,,,,,,,"LevelUpTuts, freeCodeCamp, Google Developers, LearnCode.Academy, The New Boston","2017-03-09 02:42:21","2017-03-09 02:46:42",b612693d3a
